tenure_months,monthly_charges,total_charges,support_tickets,late_payments,contract_type,internet_service,paperless_billing,churn
40,64.71,2566.7,1,4,Two year,Fiber,Yes,0
54,80.24,4323.93,2,0,Month-to-month,DSL,No,0
43,84.53,3509.67,4,0,Two year,Fiber,Yes,0
19,49.34,1076.05,3,2,One year,DSL,No,1
24,87.94,2076.91,0,4,Month-to-month,DSL,Yes,1
55,72.83,3908.68,1,2,Two year,Fiber,Yes,0
15,38.6,633.45,0,0,One year,Fiber,Yes,0
37,65.75,2443.94,2,1,Two year,Fiber,Yes,0
39,104.53,4040.91,5,0,Month-to-month,None,Yes,1
55,111.91,6108.91,3,0,One year,DSL,Yes,0
52,87.93,4571.99,2,0,One year,None,Yes,0
34,40.24,1502.79,1,0,Month-to-month,DSL,Yes,0
23,82.27,1939.05,3,2,One year,DSL,No,1
27,91.27,2460.89,1,0,One year,None,Yes,1
30,88.14,2729.52,1,0,Month-to-month,Fiber,Yes,1
16,89.62,1436.73,2,0,One year,Fiber,No,0
46,79.08,3677.91,1,2,Month-to-month,Fiber,No,1
16,68.19,1106.15,3,1,Two year,Fiber,Yes,0
47,54.79,2634.15,3,0,Two year,Fiber,Yes,0
55,22.55,1195.92,0,1,Month-to-month,DSL,Yes,0
70,78.49,5380.44,2,1,Month-to-month,Fiber,Yes,0
9,74.65,762.55,1,1,Month-to-month,None,No,1
55,83.94,4767.16,1,0,Month-to-month,Fiber,Yes,1
7,36.56,146.74,5,0,Two year,Fiber,No,0
25,86.13,2171.06,3,2,Month-to-month,Fiber,No,1
13,121.36,1532.84,0,0,Month-to-month,Fiber,No,1
12,71.96,951.87,2,0,Month-to-month,Fiber,Yes,1
13,68.46,914.62,2,0,One year,Fiber,No,0
4,77.73,643.65,2,1,Two year,Fiber,No,0
60,120.81,7218.36,0,0,Month-to-month,Fiber,No,0
5,44.41,375.77,2,1,Month-to-month,Fiber,Yes,1
29,75.08,2340.79,0,0,Month-to-month,DSL,Yes,1
51,50.01,2603.8,1,0,Month-to-month,Fiber,Yes,0
72,56.32,4059.1,1,1,Month-to-month,Fiber,Yes,1
62,68.76,4272.62,1,0,One year,DSL,No,0
10,103.68,1037.85,1,1,Month-to-month,DSL,No,0
72,115.02,8395.11,0,2,Month-to-month,Fiber,Yes,0
48,81.2,3810.51,0,1,One year,DSL,Yes,0
13,60.59,771.51,0,2,One year,None,Yes,0
33,130.0,4261.78,0,0,Month-to-month,DSL,No,1
67,59.31,3801.23,2,0,Month-to-month,DSL,No,0
29,55.72,1701.82,0,1,One year,DSL,Yes,0
14,25.63,465.06,5,2,Month-to-month,Fiber,Yes,1
64,104.9,6650.32,2,2,Two year,Fiber,No,1
69,94.21,6603.24,1,2,Two year,Fiber,No,0
71,130.0,9071.63,0,2,Two year,None,No,1
69,35.26,2435.47,1,1,Month-to-month,Fiber,Yes,1
63,106.45,6693.99,3,1,Month-to-month,DSL,Yes,1
33,71.75,2376.64,2,2,Two year,DSL,No,1
14,90.15,1270.39,1,0,Month-to-month,Fiber,Yes,0
45,28.81,1288.55,2,1,Month-to-month,DSL,No,0
16,106.7,1668.46,1,0,One year,Fiber,No,1
35,89.66,3127.33,0,0,Month-to-month,Fiber,Yes,1
48,69.03,3449.63,1,1,One year,Fiber,Yes,0
69,86.13,5884.95,0,2,Two year,Fiber,No,0
21,50.86,1293.65,2,1,One year,None,No,0
19,55.51,991.25,1,0,Month-to-month,Fiber,Yes,0
53,58.41,3119.94,5,0,Two year,Fiber,No,0
1,23.68,80.8,0,2,One year,Fiber,Yes,0
41,91.54,3724.13,3,1,Month-to-month,Fiber,No,1
54,99.79,5526.89,2,1,One year,Fiber,No,1
40,52.47,2153.18,1,0,Month-to-month,None,Yes,0
28,78.71,2183.25,1,1,Month-to-month,Fiber,No,1
60,63.36,3938.82,0,0,One year,Fiber,No,0
27,78.21,2010.04,1,0,Month-to-month,DSL,No,0
52,54.31,2767.6,2,0,Month-to-month,Fiber,Yes,1
34,47.91,1685.35,2,1,One year,Fiber,No,1
2,96.3,272.75,2,1,Month-to-month,Fiber,No,1
39,68.4,2699.99,2,1,Month-to-month,DSL,Yes,0
4,120.55,469.49,0,1,Month-to-month,Fiber,Yes,1
68,71.16,4813.58,3,1,One year,Fiber,No,0
44,46.85,2174.45,2,1,Two year,Fiber,Yes,0
27,100.67,2742.22,2,1,Month-to-month,DSL,Yes,1
36,85.77,3000.5,1,0,One year,DSL,No,0
45,88.17,3874.74,1,0,Month-to-month,DSL,Yes,1
19,99.77,2046.88,0,1,Month-to-month,DSL,No,1
21,53.68,1055.41,0,0,Month-to-month,Fiber,Yes,1
31,66.82,2098.65,0,1,Month-to-month,Fiber,Yes,1
19,65.71,1383.65,0,0,Month-to-month,Fiber,No,0
55,37.73,2129.43,1,0,One year,Fiber,No,0
8,63.41,431.52,1,0,One year,Fiber,Yes,0
60,103.41,6103.0,1,0,Two year,DSL,No,0
26,75.93,2161.26,3,1,Two year,Fiber,No,1
41,36.35,1386.17,2,0,Month-to-month,Fiber,No,0
12,31.1,317.92,2,1,Month-to-month,Fiber,Yes,1
28,111.62,3162.59,2,0,Month-to-month,None,Yes,1
55,67.74,3703.92,1,0,Month-to-month,Fiber,No,0
20,53.81,1133.68,0,0,Two year,Fiber,No,1
10,63.15,484.72,0,0,Month-to-month,Fiber,Yes,1
38,33.07,1235.52,4,0,Month-to-month,Fiber,Yes,0
12,105.58,1334.7,1,3,Month-to-month,Fiber,Yes,1
23,60.17,1452.1,0,1,Two year,DSL,Yes,0
33,104.19,3380.86,2,0,Month-to-month,Fiber,Yes,1
41,71.29,2820.77,2,2,One year,Fiber,Yes,1
47,105.74,4991.07,3,1,Month-to-month,Fiber,Yes,1
49,76.42,3613.2,0,1,Month-to-month,DSL,Yes,1
61,91.33,5699.61,4,0,Month-to-month,Fiber,Yes,0
5,87.98,455.63,0,2,One year,Fiber,No,0
27,85.58,2241.04,1,5,One year,DSL,Yes,1
1,78.7,0.0,2,0,Month-to-month,Fiber,Yes,1
1,64.18,0.87,1,1,Month-to-month,Fiber,Yes,1
16,117.89,1729.98,1,0,Month-to-month,DSL,Yes,1
44,47.33,2131.85,1,0,Month-to-month,DSL,Yes,0
65,70.11,4476.72,0,0,Month-to-month,Fiber,No,0
56,70.37,3980.81,0,2,Month-to-month,Fiber,Yes,1
47,80.06,3816.62,2,1,One year,Fiber,Yes,0
57,59.26,3474.6,1,1,Two year,None,No,0
13,77.87,1037.48,1,0,One year,None,No,1
61,65.78,4125.04,1,1,One year,Fiber,Yes,0
65,30.45,2117.94,1,0,Two year,DSL,Yes,1
7,70.24,517.49,1,0,Two year,Fiber,Yes,0
34,42.49,1476.37,1,0,Month-to-month,Fiber,Yes,0
60,26.64,1542.67,2,1,Month-to-month,Fiber,Yes,1
35,73.42,2471.0,0,0,Month-to-month,None,No,1
61,82.2,5142.23,3,2,Two year,DSL,Yes,0
68,83.17,5715.96,1,1,Month-to-month,None,Yes,0
35,84.18,3014.96,0,0,Month-to-month,Fiber,No,1
5,21.69,49.36,2,1,Month-to-month,DSL,Yes,1
25,35.97,1061.76,3,0,One year,Fiber,Yes,0
16,119.34,1886.55,3,4,One year,Fiber,No,1
35,43.82,1453.51,4,1,One year,Fiber,Yes,0
43,85.27,3609.29,2,1,One year,Fiber,Yes,1
34,52.83,1953.22,0,0,Two year,DSL,Yes,0
15,71.99,968.77,2,0,Month-to-month,DSL,Yes,1
22,54.17,1116.6,3,1,Two year,DSL,Yes,0
49,84.04,4407.74,1,2,One year,DSL,Yes,1
2,73.42,240.94,2,0,Month-to-month,DSL,Yes,1
16,58.79,867.38,1,0,Two year,Fiber,Yes,0
65,43.75,2735.33,2,2,Two year,DSL,Yes,0
8,76.69,446.29,1,1,Two year,Fiber,No,0
30,39.68,1200.17,2,0,Two year,DSL,No,0
15,80.69,1283.11,0,0,Month-to-month,DSL,Yes,1
8,130.0,1191.88,2,0,Month-to-month,None,Yes,0
31,103.75,3026.98,2,0,Month-to-month,None,No,0
38,87.96,3209.89,2,1,Two year,Fiber,Yes,0
13,67.86,870.22,2,3,Two year,DSL,Yes,0
6,21.53,407.95,1,1,Two year,Fiber,No,1
10,36.94,458.02,2,1,Two year,DSL,Yes,0
47,102.07,4834.56,2,1,One year,Fiber,Yes,0
62,50.26,2993.39,0,1,Month-to-month,Fiber,Yes,0
13,52.52,470.74,1,0,Month-to-month,Fiber,Yes,1
24,65.86,1584.49,2,1,Month-to-month,None,Yes,1
25,43.45,1076.28,4,2,One year,Fiber,Yes,1
26,39.33,995.82,1,3,Month-to-month,DSL,No,1
18,68.74,1199.24,1,1,Two year,DSL,Yes,0
4,47.71,116.01,1,0,One year,Fiber,No,0
38,51.47,1858.27,0,0,Month-to-month,Fiber,Yes,1
26,50.47,1451.18,1,0,Two year,DSL,Yes,0
25,83.06,1987.82,0,1,One year,DSL,Yes,0
20,64.2,1256.32,2,1,One year,None,Yes,0
67,65.54,4386.98,2,1,Month-to-month,DSL,Yes,1
44,84.92,3807.27,2,2,Month-to-month,None,Yes,0
31,66.45,1974.74,0,0,Month-to-month,Fiber,Yes,0
15,63.04,1043.46,2,0,Month-to-month,DSL,Yes,0
58,81.76,4684.19,0,1,One year,Fiber,Yes,1
64,86.7,5532.93,1,0,Two year,Fiber,Yes,0
3,66.32,363.28,6,0,Two year,Fiber,Yes,0
67,72.02,4728.1,1,0,Month-to-month,DSL,Yes,0
